date, pm25
2020/6/6, 87
2020/6/7, 104
2020/6/8, 108
2020/6/9, 140
2020/6/10, 133
2020/6/11, 123
2020/6/12, 149
2020/6/13, 130
2020/6/14, 148
2020/6/15, 121
2020/6/16, 106
2020/6/17, 89
2020/6/18, 100
2020/6/19, 138
2020/6/20, 103
2020/6/21, 109
2020/6/22, 109
2020/6/23, 79
2020/6/24, 87
2020/6/25, 92
2020/6/26, 114
2020/6/27, 105
2020/6/28, 138
2020/6/29, 104
2020/6/30, 109
2020/5/1, 146
2020/5/2, 102
2020/5/3, 93
2020/5/4, 79
2020/5/5, 118
2020/5/6, 139
2020/5/7, 86
2020/5/8, 120
2020/5/9, 140
2020/5/10, 111
2020/5/11, 122
2020/5/12, 118
2020/5/13, 152
2020/5/14, 124
2020/5/15, 120
2020/5/16, 143
2020/5/17, 160
2020/5/18, 159
2020/5/19, 158
2020/5/20, 134
2020/5/21, 118
2020/5/22, 149
2020/5/23, 136
2020/5/24, 121
2020/5/25, 130
2020/5/26, 127
2020/5/27, 118
2020/5/28, 105
2020/5/29, 78
2020/5/30, 76
2020/5/31, 68
2020/4/1, 89
2020/4/2, 76
2020/4/3, 91
2020/4/4, 98
2020/4/5, 117
2020/4/6, 118
2020/4/7, 90
2020/4/8, 100
2020/4/9, 99
2020/4/10, 124
2020/4/11, 118
2020/4/12, 105
2020/4/13, 129
2020/4/14, 121
2020/4/15, 128
2020/4/16, 133
2020/4/17, 76
2020/4/18, 84
2020/4/19, 82
2020/4/20, 92
2020/4/21, 92
2020/4/22, 117
2020/4/23, 115
2020/4/24, 133
2020/4/25, 77
2020/4/26, 103
2020/4/27, 82
2020/4/28, 105
2020/4/29, 135
2020/4/30, 136
2020/3/2, 102
2020/3/3, 165
2020/3/4, 150
2020/3/5, 149
2020/3/6, 85
2020/3/7, 67
2020/3/8, 109
2020/3/9, 136
2020/3/10, 127
2020/3/11, 160
2020/3/12, 139
2020/3/13, 129
2020/3/14, 139
2020/3/15, 107
2020/3/16, 140
2020/3/17, 141
2020/3/18, 142
2020/3/19, 141
2020/3/20, 163
2020/3/21, 165
2020/3/22, 146
2020/3/23, 146
2020/3/24, 120
2020/3/25, 123
2020/3/26, 93
2020/3/27, 105
2020/3/28, 76
2020/3/29, 75
2020/3/30, 99
2020/3/31, 95
2020/2/2, 177
2020/2/3, 191
2020/2/4, 192
2020/2/5, 227
2020/2/6, 199
2020/2/7, 182
2020/2/8, 195
2020/2/9, 216
2020/2/10, 215
2020/2/11, 242
2020/2/12, 231
2020/2/13, 242
2020/2/14, 172
2020/2/15, 150
2020/2/16, 162
2020/2/17, 183
2020/2/18, 224
2020/2/19, 198
2020/2/20, 184
2020/2/21, 174
2020/2/22, 119
2020/2/23, 148
2020/2/24, 169
2020/2/25, 151
2020/2/26, 214
2020/2/27, 198
2020/2/28, 175
2020/2/29, 165
2020/3/1, 144
2020/1/2, 357
2020/1/3, 325
2020/1/4, 276
2020/1/5, 260
2020/1/6, 219
2020/1/7, 210
2020/1/8, 187
2020/1/9, 189
2020/1/10, 172
2020/1/11, 199
2020/1/12, 214
2020/1/13, 253
2020/1/14, 265
2020/1/15, 183
2020/1/16, 180
2020/1/17, 211
2020/1/18, 181
2020/1/19, 194
2020/1/20, 194
2020/1/21, 211
2020/1/22, 256
2020/1/23, 268
2020/1/24, 145
2020/1/25, 157
2020/1/26, 186
2020/1/27, 246
2020/1/28, 253
2020/1/29, 181
2020/1/30, 157
2020/1/31, 165
2020/2/1, 170
2019/10/1, 87
2019/10/2, 102
2019/10/3, 130
2019/10/4, 122
2019/10/5, 103
2019/10/6, 145
2019/10/7, 133
2019/10/8, 107
2019/10/9, 152
2019/10/10, 162
2019/10/11, 181
2019/10/15, 175
2019/10/16, 191
2019/10/17, 178
2019/10/18, 159
2019/10/19, 139
2019/10/20, 164
2019/10/21, 179
2019/10/22, 163
2019/10/23, 174
2019/10/24, 198
2019/10/25, 182
2019/10/26, 187
2019/10/28, 236
2019/10/29, 298
2019/10/30, 310
2019/10/31, 305
2019/11/1, 328
2019/11/2, 424
2019/11/3, 350
2019/11/4, 553
2019/11/5, 313
2019/11/6, 263
2019/11/7, 163
2019/11/8, 251
2019/11/9, 212
2019/11/10, 199
2019/11/11, 252
2019/11/12, 287
2019/11/13, 398
2019/11/14, 434
2019/11/15, 436
2019/11/16, 458
2019/11/17, 252
2019/11/18, 163
2019/11/19, 179
2019/11/20, 184
2019/11/21, 196
2019/11/22, 254
2019/11/23, 227
2019/11/24, 193
2019/11/25, 178
2019/11/26, 182
2019/11/27, 174
2019/11/28, 126
2019/11/29, 91
2019/11/30, 130
2019/12/1, 177
2019/12/2, 191
2019/12/3, 195
2019/12/4, 193
2019/12/5, 191
2019/12/6, 288
2019/12/7, 297
2019/12/8, 295
2019/12/9, 282
2019/12/10, 249
2019/12/11, 267
2019/12/12, 301
2019/12/13, 312
2019/12/14, 175
2019/12/15, 164
2019/12/16, 173
2019/12/17, 174
2019/12/18, 175
2019/12/19, 204
2019/12/20, 329
2019/12/21, 377
2019/12/22, 325
2019/12/23, 208
2019/12/24, 243
2019/12/25, 341
2019/12/26, 231
2019/12/27, 267
2019/12/28, 293
2019/12/29, 347
2019/12/30, 407
2019/7/1, 146
2019/7/2, 155
2019/7/3, 102
2019/7/4, 91
2019/7/5, 122
2019/7/6, 87
2019/7/7, 98
2019/7/8, 133
2019/7/9, 123
2019/7/10, 147
2019/7/11, 157
2019/7/12, 153
2019/7/13, 141
2019/7/14, 150
2019/7/15, 112
2019/7/16, 98
2019/7/17, 100
2019/7/18, 82
2019/7/19, 141
2019/7/20, 120
2019/7/21, 116
2019/7/22, 135
2019/7/23, 150
2019/7/24, 136
2019/7/25, 66
2019/7/26, 90
2019/7/27, 74
2019/7/28, 65
2019/7/29, 63
2019/7/30, 78
2019/7/31, 79
2019/8/1, 88
2019/8/2, 94
2019/8/3, 101
2019/8/4, 125
2019/8/5, 130
2019/8/6, 84
2019/8/7, 91
2019/8/8, 71
2019/8/9, 50
2019/8/10, 53
2019/8/11, 75
2019/8/12, 67
2019/8/13, 70
2019/8/14, 86
2019/8/15, 90
2019/8/16, 58
2019/8/17, 36
2019/8/18, 49
2019/8/19, 103
2019/8/20, 122
2019/8/21, 122
2019/8/22, 114
2019/8/23, 132
2019/8/24, 153
2019/8/26, 65
2019/8/27, 97
2019/8/28, 106
2019/8/29, 93
2019/8/30, 95
2019/8/31, 119
2019/9/1, 89
2019/9/2, 116
2019/9/3, 154
2019/9/4, 158
2019/9/5, 89
2019/9/6, 85
2019/9/7, 83
2019/9/8, 93
